event_id,date,gov_deaths,rebel_deaths,civilian_deaths,deaths,where_coordinates,geometry
410593,2021-04-29T00:00:00Z,2,0,0,2,Ţiyāb town,"c(45.469165, 14.149123)"
410601,2021-06-01T00:00:00Z,0,1,0,1,Ţiyāb town,"c(45.469165, 14.149123)"
415966,2021-09-29T00:00:00Z,0,0,0,1,Radā‘ town,"c(44.837089, 14.415097)"
419510,2021-10-04T00:00:00Z,0,0,0,1,Dammaj village,"c(45.83724, 14.23814)"
423037,2021-11-26T00:00:00Z,2,0,0,2,Aqabat al Halhal village,"c(46.01812, 14.049348)"
414170,2021-08-23T00:00:00Z,0,0,1,1,Jazirat al Hanish al Kabir island,"c(42.732155, 13.72)"
378022,2021-01-06T00:00:00Z,0,0,6,6,Al Ḩaymah as Suflá area,"c(44.06, 13.70564)"
378424,2021-01-14T00:00:00Z,0,0,1,1,Wādī al Ḩājib village,"c(44.043937, 13.741527)"
378425,2021-01-20T00:00:00Z,0,0,1,1,Al Ḩaymah as Suflá area,"c(44.06, 13.70564)"
378904,2021-01-22T00:00:00Z,0,0,1,1,Al Ḩazm town,"c(44.776919, 16.164056)"
378908,2021-01-26T00:00:00Z,0,0,1,1,Hadhran town,"c(43.92862, 13.60529)"
378942,2021-01-30T00:00:00Z,0,0,1,1,Mariyah town,"c(44.27095, 14.50235)"
386614,2021-02-03T00:00:00Z,0,0,1,1,Al Ḩaymah as Suflá area,"c(44.06, 13.70564)"
386795,2021-02-13T00:00:00Z,0,0,1,1,Jazīrat Sānā island,"c(42.28, 16.144444)"
386800,2021-02-20T00:00:00Z,0,0,5,5,Rawdah village,"c(44.227265, 15.423232)"
390925,2021-02-24T00:00:00Z,0,0,1,1,Ibb town,"c(44.177343, 13.940771)"
391149,2021-03-12T00:00:00Z,0,0,0,0,Şan‘ā’ city,"c(44.206667, 15.354722)"
391367,2021-04-03T00:00:00Z,0,0,2,2,Şan‘ā’ city,"c(44.206667, 15.354722)"
405450,2021-06-16T00:00:00Z,0,0,3,3,Şan‘ā’ city,"c(44.206667, 15.354722)"
414037,2021-08-09T00:00:00Z,0,0,0,0,Ibb town,"c(44.177343, 13.940771)"
415824,2021-09-18T00:00:00Z,0,0,9,9,Şan‘ā’ city,"c(44.206667, 15.354722)"
422732,2021-11-09T00:00:00Z,0,0,1,1,‘Adan town,"c(45.036667, 12.779444)"
374010,2021-01-01T00:00:00Z,0,0,7,7,Al-Ḩudaydah town,"c(42.954516, 14.797812)"
380605,2021-01-01T00:00:00Z,0,0,1,1,Al-Ḩudaydah town,"c(42.954516, 14.797812)"
374012,2021-01-02T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
378017,2021-01-04T00:00:00Z,0,0,1,1,Bāqirīyah village,"c(43.41309, 13.49647)"
378171,2021-01-08T00:00:00Z,0,0,3,3,Mahjar Rai village,"c(43.44757, 13.71739)"
378172,2021-01-08T00:00:00Z,0,0,1,1,Camp Mattar al-Qadim,"c(43.958131, 13.597618)"
378173,2021-01-09T00:00:00Z,0,0,1,1,Ar Rākah village,"c(45.40256, 15.47404)"
380645,2021-01-09T00:00:00Z,2,0,0,2,Washal village,"c(45.196624, 14.988239)"
378445,2021-01-11T00:00:00Z,2,0,0,2,Al Quraydah area,"c(45.11947, 14.97423)"
378469,2021-01-11T00:00:00Z,2,0,0,2,Najd al Majmaah village,"c(45.181389, 14.911667)"
378512,2021-01-11T00:00:00Z,4,2,0,6,Bayt Baysh village,"c(43.463454, 13.94617)"
378523,2021-01-11T00:00:00Z,1,0,0,1,Jabal Jālis,"c(44.381551, 13.28871)"
380649,2021-01-12T00:00:00Z,2,0,0,2,Sabira village,"c(44.585906, 13.840529)"
380723,2021-01-13T00:00:00Z,2,0,0,2,Hajara village,"c(44.653056, 13.933889)"
380725,2021-01-13T00:00:00Z,2,0,0,2,Al Fājir town,"c(44.603752, 13.866966)"
424670,2021-01-13T00:00:00Z,12,12,0,24,Jabal Murād mountain,"c(45.162222, 15.043889)"
378174,2021-01-13T00:00:00Z,0,0,1,1,Hays town,"c(43.483099, 13.931702)"
378426,2021-01-14T00:00:00Z,0,0,1,1,Umari junction,"c(43.403056, 12.988333)"
378429,2021-01-14T00:00:00Z,0,0,1,1,Ar Ribat village,"c(43.45577, 13.87712)"
424672,2021-01-16T00:00:00Z,5,0,0,5,Ad Durayhimī town,"c(43.055048, 14.637019)"
380587,2021-01-16T00:00:00Z,19,14,0,33,Ad Durayhimī town,"c(43.055048, 14.637019)"
421194,2021-01-16T00:00:00Z,20,13,0,33,Hays town,"c(43.483099, 13.931702)"
378430,2021-01-17T00:00:00Z,0,0,1,1,Hays town,"c(43.483099, 13.931702)"
378428,2021-01-17T00:00:00Z,0,0,1,1,Rakis village,"c(45.15703, 14.66585)"
378435,2021-01-19T00:00:00Z,0,0,0,0,Maashiq Palace,"c(45.053769, 12.765224)"
380733,2021-01-22T00:00:00Z,6,1,0,7,Duḩayḑah mountain,"c(45.47893, 16.0548)"
378905,2021-01-22T00:00:00Z,0,0,1,1,Al Masnā’ town,"c(43.014915, 14.761333)"
380736,2021-01-25T00:00:00Z,2,0,0,2,Mashjah area,"c(45.08406, 15.465293)"
378945,2021-01-31T00:00:00Z,0,0,0,0,Marib town,"c(45.325301, 15.460977)"
378947,2021-01-31T00:00:00Z,0,0,0,0,Maşfarah village,"c(44.61708, 14.12096)"
386586,2021-02-01T00:00:00Z,1,0,0,1,Wādī Silbā valley,"c(44.973478, 16.942775)"
378949,2021-02-02T00:00:00Z,0,0,1,1,Ar Raqw village,"c(43.202825, 17.255265)"
386616,2021-02-03T00:00:00Z,0,0,1,1,Al Ḩālī town,"c(42.963743, 14.810388)"
386641,2021-02-04T00:00:00Z,0,0,1,1,Al Jabalīyah village,"c(43.158889, 14.0725)"
424692,2021-02-04T00:00:00Z,10,0,0,10,At Tuḩaytā’ town,"c(43.226369, 14.18356)"
424705,2021-02-07T00:00:00Z,0,17,0,17,Marib town,"c(45.325301, 15.460977)"
396932,2021-02-07T00:00:00Z,2,0,0,2,Kassara checkpoint,"c(45.126389, 15.544167)"
396924,2021-02-07T00:00:00Z,1,0,0,1,Ahkum area,"c(44.2113, 13.24217)"
386648,2021-02-07T00:00:00Z,0,0,0,0,Masurah mountain,"c(44.600556, 15.7325)"
386591,2021-02-07T00:00:00Z,2,0,0,2,Duḩayḑah mountain,"c(45.47893, 16.0548)"
385280,2021-02-07T00:00:00Z,0,3,3,6,Marib town,"c(45.325301, 15.460977)"
385274,2021-02-08T00:00:00Z,3,20,0,23,Marib town,"c(45.325301, 15.460977)"
385292,2021-02-09T00:00:00Z,2,2,0,4,Şirwāḩ town,"c(45.018915, 15.449328)"
386665,2021-02-09T00:00:00Z,0,0,1,1,Mahqan village,"c(44.693025, 14.026603)"
386667,2021-02-10T00:00:00Z,0,0,1,1,Al Umm Shaykh area,"c(43.21884, 17.10076)"
386671,2021-02-10T00:00:00Z,0,0,1,1,Shaqab village,"c(44.063422, 13.463284)"
385299,2021-02-10T00:00:00Z,23,15,0,38,Kofal Camp,"c(45.086944, 15.410833)"
385380,2021-02-11T00:00:00Z,0,8,0,8,Marib town,"c(45.325301, 15.460977)"
385381,2021-02-11T00:00:00Z,8,0,0,8,Marib town,"c(45.325301, 15.460977)"
386794,2021-02-12T00:00:00Z,0,0,2,2,Al Umm Shaykh area,"c(43.21884, 17.10076)"
424706,2021-02-12T00:00:00Z,50,30,0,80,Wadi Nakhla valley,"c(45.1955, 15.5573)"
385399,2021-02-13T00:00:00Z,24,16,0,40,Marib town,"c(45.325301, 15.460977)"
385430,2021-02-15T00:00:00Z,2,2,0,24,Az Zur town,"c(45.189423, 15.409655)"
385608,2021-02-16T00:00:00Z,8,0,0,8,Kofal Camp,"c(45.086944, 15.410833)"
385607,2021-02-17T00:00:00Z,1,0,0,1,Jabal al-Balaq al Qibli mountain,"c(45.2225, 15.414722)"
386799,2021-02-17T00:00:00Z,0,0,1,1,Ta'izz town,"c(44.020908, 13.579522)"
386804,2021-02-19T00:00:00Z,0,0,0,0,As Safnah village,"c(44.11063, 13.78052)"
386802,2021-02-20T00:00:00Z,0,0,1,1,Ta'izz town,"c(44.020908, 13.579522)"
424708,2021-02-20T00:00:00Z,20,0,0,20,Marib town,"c(45.325301, 15.460977)"
386601,2021-02-21T00:00:00Z,70,24,0,94,Jabal Haylan mountain,"c(45.099781, 15.508466)"
385604,2021-02-21T00:00:00Z,2,0,0,2,Jabal Haylan mountain,"c(45.099781, 15.508466)"
385605,2021-02-22T00:00:00Z,2,0,0,2,Kassara checkpoint,"c(45.126389, 15.544167)"
385606,2021-02-22T00:00:00Z,1,0,0,1,Mas Camp,"c(44.903056, 15.687222)"
386608,2021-02-23T00:00:00Z,30,0,0,30,Madghil al Jid‘ān town,"c(45.04013, 15.59858)"
385601,2021-02-25T00:00:00Z,14,2,0,27,Az Zur town,"c(45.189423, 15.409655)"
